Square_Feet,Bedrooms,Age,Price
4368,5,48,596205
4700,5,20,724898
701,1,16,86688
2997,4,34,438756
2342,4,14,365008
9601,4,26,1433617
5158,4,20,768112
8044,5,42,1181978
8218,2,24,1212802
1270,4,43,137544
3655,2,18,543559
2128,4,43,271439
886,3,9,127335
6531,6,19,1004814
6939,3,20,1046716
6901,6,42,994536
4508,3,30,631640
2966,4,26,419336
2782,2,31,362703
2356,6,35,346642
8480,5,3,1298939
2498,1,40,301922
5976,6,29,905677
9928,6,6,1538343
5169,5,1,806488
9842,4,24,1469289
4818,3,38,659862
7564,3,34,1079352
7946,2,7,1203665
1931,4,11,288487
6124,5,11,955074
7961,4,36,1154193
2319,4,20,363351
1630,3,16,246572
7063,5,5,1117424
3158,1,24,418353
4000,6,30,602524
9066,3,30,1329633
2620,5,39,381078
4520,2,48,619448
3759,6,47,528620
2323,6,37,352409
1974,3,33,277543
2742,2,20,384104
3743,3,22,543660
7490,4,41,1095529
5660,5,21,844633
3634,2,37,479412
2570,6,27,409800
859,3,38,83079
1641,6,35,219034
2135,2,38,264772
4500,6,40,640623
3861,3,6,588610
7083,3,32,1018684
8335,1,16,1226753
506,6,28,84000
3767,1,16,539924
7064,1,27,1025020
5428,6,3,884013
3106,2,49,368282
6406,4,21,977253
3773,3,38,509319
8111,5,38,1205635
1413,1,30,165611
2511,2,22,333300
1942,6,19,314599
6046,2,31,871762
2329,2,20,340503
9267,6,47,1352362
6968,5,19,1048143
1429,6,2,253548
4199,5,40,597175
1554,6,39,203832
6244,1,27,878405
2400,5,8,392913
7480,1,45,1023202
7569,5,27,1128384
3915,5,15,590256
942,6,12,165805
6718,5,47,964198
5152,1,14,751305
8439,6,7,1298453
8333,3,17,1250694
9870,1,26,1422182
8097,3,37,1164010
4958,2,20,717259
7091,6,10,1112194
9949,2,19,1461214
2809,6,18,449128
6768,6,30,1009434
1410,1,30,170093
4840,3,25,687729
4509,6,24,690686
7128,3,10,1094136
2669,6,2,448763
2672,3,38,364564
6168,2,32,868868
6813,1,35,955210
8815,6,37,1299558
8536,4,7,1295296
7289,3,7,1128758
1285,3,27,168033
6639,4,10,1015441
6844,1,33,975882
2916,3,43,375319
9488,1,7,1406874
4654,3,6,726799
6119,5,6,966690
2436,3,13,367792
4307,5,48,612010
7651,6,13,1166371
9993,1,2,1514147
3736,3,19,558573
2852,2,19,390866
2432,2,38,316175
9056,4,2,1376318
5416,2,26,769857
5998,5,6,928426
1446,2,20,191182
1939,2,23,269665
8230,2,15,1227094
5357,3,6,808998
840,4,28,91142
882,1,35,72532
8991,4,11,1348065
638,5,8,116074
858,3,49,67674
5431,6,24,840178
3956,3,21,565042
2127,2,49,238986
9995,2,36,1459164
7126,5,7,1094247
5504,6,5,880532
9826,3,29,1449493
7152,6,16,1082128
6916,1,6,1034160
3670,4,14,562125
4335,3,2,682817
8517,6,25,1279613
2651,1,31,357280
9929,1,13,1480311
7405,4,18,1097890
3334,1,17,473365
9690,5,45,1402230
3067,1,28,408107
1807,6,12,290607
9348,5,35,1391314
3160,1,22,433211
4230,2,39,575080
6707,1,1,1012384
3662,5,37,515102
1640,1,21,216321
8958,1,1,1367631
2208,1,4,350431
4130,5,32,589507
3711,1,1,549325
7038,4,13,1063758
975,6,46,131769
8184,4,47,1159819
9668,5,17,1461645
1707,2,12,240468
2460,4,7,398914
1057,6,3,222180
1382,3,26,193995
5261,6,31,797584
6367,4,36,917506
7463,3,26,1107635
7666,5,3,1198056
8429,6,44,1218428
5847,2,28,851400
7769,3,44,1099423
8625,3,17,1293528
2954,6,38,430497
4994,4,47,678421
2446,3,30,329237
3308,5,2,528211
7142,6,8,1135155
4325,5,14,660746
4036,6,37,605898
6568,5,35,965246
4302,4,42,602794
5199,6,39,748468
2470,2,11,355399
6306,4,15,967222
6642,5,2,1056097
3319,6,37,478978
9594,4,43,1406279
864,5,32,97581
4758,1,40,657773
3619,1,13,519328
2363,3,43,304879
615,2,17,95613
7584,1,15,1109297
8516,5,33,1256822
2884,4,16,458980
4435,6,13,709591
8242,4,22,1214337
5942,3,23,864822
2990,4,36,417759
7480,1,43,1037998
9634,4,10,1452186
8161,1,17,1181299
2224,1,30,286392
8682,2,13,1292690
3267,3,30,474254
1637,5,46,219568
4617,1,30,650665
3920,6,7,638047
6345,3,10,958828
5278,5,35,773171
4406,6,2,711163
4137,4,30,585393
3453,3,19,502383
6429,6,39,937909
776,3,37,57352
2499,3,3,411643
1727,4,25,249981
6837,4,34,979703
4235,3,22,630161
1195,6,38,151269
4652,2,14,689673
8401,1,39,1203781
7970,4,2,1249429
8037,2,32,1158578
3341,4,43,469770
4708,3,3,720823
9233,2,41,1322918
1588,6,8,266009
3863,6,26,601529
524,5,32,71971
6644,1,11,1003606
6168,1,1,944939
4736,4,15,708188
8568,1,4,1274177
2735,5,4,471427
7795,6,28,1188088
8892,2,10,1316456
8948,2,11,1324334
4247,6,23,660481
3675,3,47,470734
5397,6,3,882466
5537,2,39,779824
7927,4,39,1151743
9105,5,17,1400309
2514,6,22,390403
1881,3,27,257744
1598,4,16,246803
3926,6,16,608758
4155,4,40,578252
8438,6,3,1304595
9601,4,47,1391301
687,1,33,36969
5909,4,42,844277
2592,1,2,402947
2630,2,39,328878
5742,1,46,795793
9049,4,48,1302895
6147,5,27,911107
5685,5,15,854110
6276,2,7,929448
8413,4,45,1230970
8047,1,42,1135532
8323,5,9,1286113
7855,6,41,1169223
6965,3,6,1057935
1997,4,12,315249
3055,6,30,456311
5909,6,20,897829
3451,4,20,508542
1738,3,46,202631
9665,5,27,1460389
5227,3,20,778704
4465,2,7,678692
6186,1,40,844834
9742,1,40,1401033
4201,6,30,629762
3280,5,8,541103
7898,3,2,1222555
2088,6,14,359693
2868,4,10,439506
6289,6,18,986103
936,4,18,164384
3328,4,16,503744
2056,2,5,299825
8070,2,31,1150233
7980,4,37,1153603
9996,5,20,1501552
682,2,23,72101
7690,2,32,1108406
7187,1,42,1013487
6065,6,17,932735
7741,1,13,1152085
8151,5,49,1175718
6075,2,13,898781
2089,2,17,313638
9351,3,15,1417808
659,5,26,102331
7055,6,44,1036476
9703,6,28,1440567
8744,6,42,1300261
7346,5,45,1054359
2807,3,30,392155
1728,3,43,222109
7726,1,35,1098364
6090,5,22,932054
7419,5,10,1127627
6085,3,11,912182
9727,4,38,1417321
6546,4,33,939701
5445,1,6,801807
8427,4,37,1236561
7516,4,7,1140910
8258,4,44,1178799
5586,2,12,829093
9956,1,7,1489411
7661,3,2,1175914
2384,4,1,380050
2309,6,23,354899
3667,2,25,507010
6852,4,18,1028383
9509,2,44,1345346
6556,1,7,977967
2937,6,3,488751
6968,6,29,1032243
9580,6,10,1477420
6451,4,43,936270
5776,2,5,869029
9359,6,34,1404525
8318,5,8,1263362
5228,5,14,800934
3124,2,40,396189
6238,4,6,948355
4732,4,1,736549
6293,1,33,878747
5023,1,40,695380
6071,6,11,935295
9510,3,24,1400395
9798,1,10,1474462
2724,4,44,362032
8889,3,23,1314208
6591,1,16,954883
9162,2,37,1332304
6861,5,16,1053821
2448,1,44,305960
7594,1,31,1095541
6818,2,6,1038933
4296,4,30,641991
734,6,37,112385
9620,2,1,1443268
4107,6,42,598270
8543,1,25,1225888
1022,4,46,120366
6404,3,21,947969
5388,1,35,754803
6332,2,38,885119
7622,3,5,1158022
6342,5,49,921057
1816,3,12,264428
1624,2,5,259540
6121,3,9,941598
5923,2,44,808872
3087,1,9,455738
9715,4,35,1421722
6172,5,1,968700
1878,4,47,243371
3874,4,10,588863
2019,4,46,241810
6277,2,39,874634
8435,2,36,1195324
6593,5,37,952775
8918,2,48,1276533
5855,6,35,873455
5468,2,17,822176
9583,2,13,1416124
6074,2,6,899222
4572,1,37,623280
2757,5,48,356993
9088,6,32,1343633
4924,2,11,717590
3737,5,17,562106
4393,3,5,685612
2505,1,6,382847
2516,2,10,362109
9888,6,33,1481557
2272,1,30,307148
8853,6,21,1345136
4476,1,42,611039
2251,3,17,332858
9467,5,27,1418529
7930,1,3,1200978
7670,4,29,1125422
6969,3,2,1078429
9631,4,29,1437416
3720,3,49,489787
1039,4,36,126387
1961,4,34,256533
5684,6,37,856918
9047,1,42,1294945
734,1,1,101307
2048,3,26,293434
7980,5,1,1255568
4713,6,4,742047
2173,1,39,256972
7208,1,14,1077592
8482,6,46,1236268
2600,2,18,365149
4248,6,34,618917
3673,1,1,555592
2315,5,22,346890
4341,2,16,635987
8516,4,22,1262390
7511,6,16,1138820
4993,4,28,737767
1174,2,28,125236
8588,2,22,1245912
9078,2,6,1378494
2658,3,25,393470
3161,6,42,438301
2564,5,2,449622
3753,5,7,589423
5479,4,17,823153
8203,4,35,1199945
9431,4,20,1416275
1901,6,44,250911
3759,1,2,558768
4423,4,7,704049
4714,2,32,644921
3727,4,49,515634
3245,2,19,484950
6591,3,12,993003
4366,1,9,645668
6318,1,27,920147
2722,6,14,449484
3292,6,2,546611
4563,5,21,699045
2024,3,4,331632
8724,6,21,1345631
6698,2,48,926457
4525,3,22,656704
3066,1,49,381693
3303,2,2,529380
4209,3,17,634156
6655,1,19,973474
1219,6,40,172086
7016,2,24,1008211
5079,2,20,752218
1472,1,38,170874
4218,2,12,641419
7895,6,25,1182887
4902,6,23,741433
5052,6,34,758671
2707,1,32,359621
4926,4,24,712301
7419,4,42,1058854
9335,2,25,1383563
8886,6,3,1402201
9180,2,25,1361777
2704,1,28,367608
5845,2,12,858651
3776,5,26,548485
1602,4,48,166515
5743,2,44,789213
7114,2,8,1053284
9933,3,5,1500304
9207,2,11,1393093
5723,5,42,813954
9084,4,35,1316123
1130,3,27,134207
9671,1,41,1379817
7183,1,44,1013237
777,4,38,86421
732,1,19,85782
6190,5,48,863549
8159,2,32,1173231
525,4,46,9090
7968,3,28,1184953
6910,2,36,976561
9152,1,18,1332505
4264,1,10,633614
7099,3,32,1044323
5602,5,18,862447
7506,3,12,1114384
3983,4,8,603195
2494,3,33,340248
9182,1,46,1291516
1572,5,38,222347
7207,5,14,1105062
715,6,2,144027
8105,3,9,1217275
3106,4,44,401014
8850,1,5,1343204
5281,2,34,744644
3813,5,19,565295
8263,3,7,1237491
6439,6,39,942180
2795,4,42,368448
6185,4,17,923497
2196,1,26,284473
2446,5,46,335186
3283,1,27,456478
4144,6,43,601710
5741,2,28,828590
6920,2,20,1030887
8057,2,6,1235487
3145,4,8,514350
7089,5,32,1041596
6853,1,19,1007378
2432,1,32,292413
2257,6,19,348173
5585,2,24,825551
6137,5,24,908209
1616,5,17,268053
992,6,18,164880
9311,3,12,1394626
8388,5,41,1221918
6974,5,23,1039441
5458,1,48,728996
9967,6,18,1525335
3243,5,16,498584
8366,5,16,1282237
7660,1,36,1067455
5951,5,23,884293
5758,1,22,814320
9048,3,39,1298067
7686,4,33,1132477
6602,1,24,960947
9561,1,20,1409621
9577,5,33,1405649
9975,1,31,1438137
1119,6,40,155519
1382,2,8,191359
9488,2,10,1415873
4142,3,1,651995
1796,1,21,222931
8936,6,25,1333164
3395,5,32,477044
7093,5,46,1012671
1429,4,46,148036
5866,3,10,899367
9211,6,48,1363405
3712,6,9,591688
2909,5,20,465698
8699,4,48,1242383
3923,5,20,600366
7476,4,40,1064953
8094,2,7,1208244
5658,6,11,892209
4167,2,21,588487
6473,5,38,949497
6736,3,47,958918
8777,1,19,1292380
2968,3,46,371949
6717,3,15,1009899
4119,1,6,625139
2136,6,10,346315
8655,2,46,1234945
4083,2,16,590184
4509,6,45,641053
3826,1,11,564399
8648,4,35,1268678
2717,3,8,403932
5467,5,28,824178
2869,2,3,449933
4138,6,2,693826
9635,5,14,1475942
6222,1,29,898207
4944,5,47,685244
8118,5,3,1276283
4447,3,1,712119
2176,1,15,301585
1696,5,20,254846
3287,2,22,472212
7932,1,34,1125950
8427,2,33,1227887
3818,6,9,630703
9358,6,3,1439087
7189,4,2,1106559
2676,6,4,434383
4243,5,16,666601
9292,1,33,1339603
4922,6,9,779678
4324,2,40,576148
9671,5,38,1444271
2951,6,18,447425
1128,3,16,168565
8278,2,8,1256407
4196,2,23,607537
4174,4,36,595631
4429,3,3,686220
3265,4,15,481751
4869,6,38,709106
8807,3,33,1292913
5456,2,18,792446
1192,4,23,176452
3662,5,43,530256
1605,3,3,258636
3508,2,30,486945
2661,1,45,338267
8845,3,17,1334573
4199,3,32,614798
4286,6,46,604222
9756,5,7,1487194
4700,6,39,673162
2413,3,14,360707
9908,3,15,1472105
6020,5,44,873765
2272,5,12,385257
3280,4,8,515404
7923,2,16,1171830
3371,2,41,439158
1160,4,34,145676
6742,2,46,942560
1632,3,24,213697
1199,4,29,143414
7970,4,16,1197370
6797,2,5,1023769
8312,1,5,1243241
5057,2,30,718430
2679,6,5,442229
9565,1,43,1341698
8775,4,13,1339843
1922,1,35,244202
3680,3,49,481971
4816,5,25,711369
7196,1,14,1062046
1114,6,44,122778
5070,5,46,726019
770,3,26,76843
2968,6,18,453214
4107,5,20,611157
3575,3,34,515346
789,5,7,171773
8620,5,47,1267626
7114,2,10,1085488
3752,6,15,605132
7915,6,17,1233022
7271,1,11,1092660
778,6,34,112099
1080,6,27,150661
5458,5,21,811498
8945,4,31,1300290
4776,2,4,730729
8497,1,41,1208400
5276,2,49,712569
1324,1,17,157757
4332,3,49,599285
9391,5,48,1347986
5945,6,20,898915
1880,6,25,299618
7034,4,40,1008854
3656,2,23,507609
4807,2,15,705540
6134,2,33,881701
9075,6,19,1370895
6310,2,15,955008
9033,5,41,1339872
6434,1,5,980533
3609,6,16,555368
4582,5,45,653674
3740,3,48,480713
6528,5,32,975272
2349,5,22,359885
8997,3,43,1304870
3249,5,32,480913
7180,1,13,1059962
9827,6,38,1439076
705,4,26,78223
7852,3,17,1158467
5091,6,5,821539
3950,2,49,520640
7714,1,33,1098070
4311,4,27,628591
5641,1,5,855178
9001,1,37,1299602
3208,2,7,489626
2491,4,48,300918
8963,1,18,1313643
3773,2,31,532016
5038,3,6,754358
9212,2,2,1411864
9668,5,13,1488493
4222,6,42,629218
4051,2,11,593442
3332,2,26,454404
6179,2,21,923407
7079,1,2,1055270
652,4,40,76321
6254,2,20,921118
3300,2,17,466108
5810,5,16,896650
3110,5,42,417747
1604,3,5,249001
7861,3,14,1178157
4699,5,24,696847
4354,4,4,670361
7763,3,48,1082718
2414,6,24,360084
7865,6,47,1146676
3572,4,9,569662
9698,5,3,1511158
906,3,9,127910
666,2,18,81044
1008,5,36,135103
2161,3,19,297327
4164,4,24,623546
3989,6,4,639518
1180,4,9,181389
3024,3,33,403964
2620,4,1,438033
5760,3,35,815865
4857,3,10,737486
1863,4,12,287777
2792,1,18,405052
2038,2,14,312778
3908,5,10,599941
8242,6,10,1280301
9252,2,18,1355639
9791,5,24,1469789
2403,5,1,413848
674,6,30,106136
2730,2,15,417505
4787,6,8,743790
4660,3,35,657508
7606,6,18,1176511
3671,4,41,493941
2067,1,16,299159
1651,1,21,215131
8119,1,15,1183097
6533,2,5,991333
9060,2,45,1294319
5446,3,7,852234
8734,1,48,1227828
2407,3,7,390670
3990,1,27,564942
3035,2,25,426560
4673,4,22,698402
1793,4,48,205087
5269,4,13,799255
5296,6,17,822173
7371,4,41,1073674
3472,5,44,480502
4422,1,13,643805
5497,4,26,796804
7532,5,9,1150298
1492,5,5,255974
8612,5,39,1273222
5787,3,33,841783
2740,3,4,414896
1976,5,28,309144
6926,6,26,1030811
889,4,4,153690
1499,1,16,200273
2355,6,37,355922
8625,2,22,1254626
9350,3,36,1341203
3263,4,38,471688
4163,4,35,580890
5486,2,25,804837
1981,2,8,283174
7756,4,17,1165151
4231,2,18,611380
7762,4,12,1181680
951,6,33,145622
3593,2,23,530063
1382,6,12,233449
4908,6,11,792602
4568,2,13,676581
3777,4,35,548909
9066,5,27,1336143
8451,4,25,1240064
5190,1,40,692356
5095,2,3,764513
5059,3,49,686649
7791,2,25,1131120
8660,1,45,1212772
612,6,10,139182
5631,3,17,854559
3697,3,3,562676
639,4,45,45258
1924,5,22,289463
3449,4,38,474934
3668,3,14,555591
9208,3,27,1357040
6543,5,42,964415
7489,2,20,1109021
7736,5,48,1132992
6761,6,18,1030247
1387,4,13,220889
3604,2,42,474374
549,4,6,128043
4451,5,10,680119
4060,2,37,547468
518,5,29,85170
5321,6,6,865175
6840,1,39,941165
8558,3,11,1283070
3106,2,48,407098
8346,3,25,1250660
9143,1,44,1302392
6932,2,44,984009
4265,3,30,629115
2938,3,20,412107
6858,2,37,980676
8819,3,16,1339175
6441,3,31,929665
8144,2,29,1199774
5355,3,6,813044
7047,3,29,1014750
7696,4,32,1118527
6411,6,9,1011041
6981,4,37,1003890
3261,1,23,434695
4956,4,16,755091
6861,4,18,1029668
6193,1,19,916577
6288,3,44,893254
701,3,2,124207
6660,4,10,1005003
1017,1,12,152582
8237,3,46,1171706
2488,5,18,394763
4302,2,19,614025
6308,2,38,891882
7662,6,37,1143027
6741,2,27,996732
8899,4,48,1275035
6133,2,14,928690
6255,2,45,855844
6809,5,34,990549
4617,3,2,737582
8845,5,44,1296100
2018,4,33,272574
6663,2,19,965930
3100,3,27,451435
2695,6,48,378370
4054,6,30,594719
3349,2,7,490957
2242,2,27,291682
1806,6,21,277480
4349,6,7,698138
8019,4,48,1148876
4695,2,25,671423
5678,6,38,838980
3055,1,18,446512
2805,6,33,401460
8119,3,33,1195438
9780,3,32,1425228
3142,1,25,437355
9869,4,14,1503502
6909,2,38,980799
5257,2,38,740256
3494,6,4,586566
9251,3,44,1332235
1771,4,18,273929
2313,4,10,358787
9301,4,35,1369359
2961,6,35,426370
4620,2,40,616965
6624,4,23,1006368
8975,6,25,1363480
4896,6,1,796029
9783,1,18,1449320
1316,5,15,214773
7804,4,25,1169755
7831,5,32,1174124
582,2,20,70336
2420,6,17,373847
8317,4,11,1266264
2593,3,13,385843
7571,2,25,1090299
8467,1,20,1250621
8867,1,25,1281663
5785,5,42,853114
5437,6,45,789978
869,5,49,84883
2318,3,31,305806
2601,3,1,430463
3990,1,16,576894
2279,4,48,278127
8174,1,28,1175548
1864,1,21,240733
7794,3,30,1123746
4176,5,3,664108
2926,3,34,386990
8764,6,6,1369234
8589,3,43,1238571
3462,3,29,486692
1359,1,3,223154
4638,4,33,669343
2924,1,11,446247
9756,2,45,1388193
4517,3,5,709344
9060,3,32,1312438
8842,2,47,1251195
1634,3,18,237574
5666,3,47,803302
5619,6,20,859801
6194,3,39,877604
6636,2,49,904168
5985,1,40,816257
4664,3,28,683410
2846,4,13,421520
5539,2,26,799297
5397,5,16,840771
8752,6,25,1321918
5541,2,10,812108
4401,1,29,602350
1837,2,46,212868
1684,5,38,240130
4926,6,20,768740
2051,4,26,298554
2129,5,32,303785
2026,2,39,257971
1861,5,38,257341
4870,2,49,639246
5783,4,24,867934
8110,4,31,1213158
2493,1,40,290003
1369,4,12,235398
1514,3,36,181619
1102,5,10,177845
1190,5,6,210947
9185,2,7,1393709
989,4,31,118027
7364,1,27,1049160
7740,1,8,1138662
8286,1,3,1239955
8524,6,40,1278097
794,3,47,47898
5988,4,21,881008
4527,1,1,675098
3412,3,45,444907
5244,5,15,793120
2373,2,7,358878
3758,4,15,577201
3317,4,25,503741
9136,6,3,1433876
4141,5,30,618098
4958,4,14,740183
5807,6,4,942937
9433,6,36,1400431
2541,6,3,425868
1179,4,5,202223
6238,4,25,928944
6168,4,31,921403
8197,3,11,1245179
8533,6,8,1335207
562,3,26,60627
8329,2,2,1279837
7852,4,28,1147568
7415,5,48,1071116
8826,1,10,1303066
4144,2,39,574343
5470,1,37,753298
8503,1,39,1196492
3778,4,21,556669
7796,5,28,1150603
9514,1,38,1345741
3574,6,33,538636
8812,1,11,1304174
8052,2,45,1132346
2137,5,44,276652
5603,5,1,901809
9616,1,47,1371917
1144,5,33,170587
2532,2,3,382829
3261,2,26,448472
2568,2,15,367854
741,6,41,79115
3168,4,14,474708
1302,1,23,174638
5559,5,8,869982
695,2,36,32514
2687,1,20,369075
2830,1,6,413988
5341,4,33,755538
4106,6,28,601971
8968,5,38,1324170
560,6,30,78454
4427,5,46,609890
6796,2,43,963054
3091,2,17,441499
9258,1,9,1381103
6621,5,28,977581
1700,5,7,293442
3354,6,46,457730
7524,2,28,1085608
9928,3,17,1468059
7472,1,40,1033193
636,5,48,58544
1529,4,44,175441
3094,4,44,418555
7706,3,5,1190718
1161,2,5,167271
2972,2,14,426916
586,2,6,80871
6719,6,7,1063494
8643,4,17,1306529
7468,2,9,1130527
3273,4,31,485072
2200,3,22,333242
3200,1,45,383397
7315,6,9,1158299
2147,5,16,332462
6538,3,36,924221
5664,4,34,830751
6020,3,45,826472
4187,5,13,637531
1096,6,19,205377
5045,1,12,742633
9176,5,36,1357779
9337,6,10,1444815
5257,4,16,800206
4884,5,28,715904
9412,3,19,1404880
5233,2,40,717395
7581,3,6,1158007
9190,4,4,1419394
7617,1,30,1111120
5229,5,39,736894
2173,1,31,293370
8806,4,46,1264952
7678,5,27,1155434
2794,6,45,404496
4130,6,21,653719
646,3,37,34336
3953,3,9,595957
5007,4,35,729391
6283,6,42,929464
8251,5,47,1209480
6128,6,21,924751
8828,3,17,1313313
3860,4,24,588179
3505,6,31,508591
4052,4,6,632902
518,6,35,85664
2742,1,37,346411
6818,6,13,1047793
5597,3,25,807096
9140,5,32,1368799
2448,3,1,396784
9637,3,49,1376911
6118,3,35,872184
4736,4,19,706501
7401,2,12,1122398
2420,2,40,296261
4688,1,40,626409
738,3,47,55347
704,2,43,27821
6052,1,20,877677
5427,4,33,793607
4890,3,29,718498
3187,5,16,483576
5451,4,14,847699
6660,1,7,976251
5888,4,6,923788
5626,5,21,838789
1316,4,36,174166
9512,1,22,1401946
692,5,40,88346
2276,5,19,341452
4145,4,25,624298
6814,5,3,1083738
8942,4,36,1290447
2288,3,45,266047
7874,5,34,1163334
4200,4,11,647454
9859,3,48,1426238
4393,5,42,638681
7311,3,47,1052633
9788,6,27,1480276
3179,5,42,453602
4404,6,2,712603
7760,1,6,1149418
1004,1,46,66310
7273,4,2,1107071
4316,2,42,600481
1217,6,17,216323
4934,6,40,717666
1158,1,48,101262
5557,6,14,866205
4508,2,10,664683
5494,3,45,776788
4734,3,33,679309
4264,2,42,574156
5137,6,12,814512
2604,6,32,382238
9947,6,49,1472804
7301,4,24,1103825
9075,5,14,1384333
3107,2,5,463131
8885,2,5,1336103
4219,2,47,558702
3081,2,32,403910
3065,2,45,383521
3263,6,49,431940
6828,4,33,982463
6491,1,46,879419
3906,6,4,643234
9423,6,30,1411031
5280,5,41,772749
4677,1,17,669185
6976,2,3,1042304
3104,1,13,434869
8681,4,44,1265118
2882,3,48,347950
1031,6,36,135117
6579,1,18,976809
1134,5,23,186895
502,4,35,47944
8897,3,49,1282068
6451,4,33,948930
6126,2,36,849779
8239,3,17,1216207
6503,5,39,955751
3390,3,34,461365
6739,5,12,1019682
8526,2,5,1304777
3806,5,48,533768
1397,4,40,180953
9777,1,27,1408308
9971,4,40,1438571
1170,6,13,223701
7791,4,26,1141078
2005,3,14,290861
6960,2,32,1003247
5667,6,11,898497
5755,6,38,839616
749,6,16,150914
6957,1,22,999525
2392,5,47,297442
3939,3,16,582699
3354,2,13,513579
4292,1,12,629144
5830,4,18,879714
8371,2,29,1235876
8735,6,18,1340405
4112,2,46,547322
3118,2,2,470380
5178,4,2,805207
3663,5,3,582869
9980,3,29,1487753
3442,6,8,562859
8911,5,11,1347810
2425,1,12,337622
3472,6,32,504639
1490,3,4,241152
2312,1,9,325659
9495,4,24,1429770
989,5,49,93654
6376,6,16,968380
4145,2,17,626843
7581,3,47,1053575
3391,6,22,512791
4016,2,7,598457
3840,6,10,627803
6910,1,29,972606
553,2,36,31037
3075,2,24,414658
1115,6,46,135115
6444,4,14,997189
7904,4,14,1217212
1454,5,25,237263
2129,1,46,233193
7359,4,22,1108327
9341,6,47,1379607
3778,4,23,568030
5955,5,32,888461
4301,3,26,640719
3061,5,27,467817
7039,2,45,967608
870,2,12,145048
1357,4,19,214719
5386,4,19,801160
7985,5,34,1192100
883,5,32,131128
4834,6,29,725010
4790,1,21,667340
3225,6,35,471475
6704,2,42,933899
6611,6,5,1051639
4751,5,12,743155
1422,6,7,244859
3415,3,41,478944
8457,1,2,1287147
3546,5,25,520607
9666,4,10,1477919
1730,6,38,246341
8147,5,44,1183690
5433,4,6,858312
4440,4,27,668424
6983,2,35,1010076
703,2,10,95190
660,5,9,114155
9460,5,20,1432572
4248,3,37,574178
7218,1,35,1013197
3081,1,37,397581
1593,5,40,224307
5000,2,8,757167
9299,6,46,1348792
6210,3,31,898483
3375,1,49,433526
3691,5,43,515227
2337,2,16,324465
1189,2,28,148683
4259,2,6,628895
2603,6,32,390630
865,4,28,103314
8592,6,11,1317905
4672,2,42,636856
6533,5,23,996085
2878,3,30,421649
1705,6,9,310562
5488,5,28,801711
6169,2,24,900122
3235,3,28,454671
8990,1,24,1317616
1456,1,15,186175
9806,5,39,1449846
7123,3,33,1023157
1974,5,47,245472
4960,3,34,715814
7502,3,22,1113907
6896,5,29,1034357
3328,3,34,471478
3350,6,42,466716
3464,2,47,435606
5094,3,10,788093
9641,6,45,1430166
7144,3,30,1046954
3350,6,11,539726
665,5,34,100216
1419,1,21,178816
8805,4,13,1319598
4004,3,25,572383
1491,4,21,237556
6547,3,1,1000974
4339,5,5,675492
1758,5,22,254896
8109,6,7,1253505
9206,3,13,1376955
5304,5,45,755752
567,5,23,108016
6160,3,21,900072
4978,6,6,790665
8710,6,20,1338490
4021,6,12,641092
1072,6,40,147643
7582,1,9,1114790
8332,3,28,1225519
5895,1,11,890934
2758,5,32,398594
6539,1,11,979687
1150,6,24,166246
6241,5,15,961221
7338,1,41,1016870
3087,1,35,416451
8376,3,17,1245289
3762,1,25,523404
1838,5,49,222840
5496,6,35,822136
6280,3,19,922152
3327,1,41,426791
5732,3,31,844960
2717,4,17,431697
4039,3,23,592204
8345,6,47,1206416
9729,4,1,1505753
4883,4,10,767176
3461,3,8,552597
3726,5,42,510784
7337,6,26,1100862
7531,5,34,1111648
9790,6,19,1474320
9631,6,14,1460972
4216,5,8,684635
3914,2,1,623370
1948,4,48,255417
1070,3,25,145423
3404,5,24,515542
3005,5,47,420500
1417,3,20,214883
7482,4,30,1105212
7927,3,5,1211033
6836,6,3,1081474
2178,2,32,268605
1115,6,17,198278
7586,2,42,1057973
5249,3,5,789584
4005,6,11,634023
5029,4,38,705981
1635,6,4,289311
9066,5,39,1335718
7726,2,19,1144604
5662,2,39,800662
706,4,46,44750
5375,2,49,738888
1819,2,23,243769
1641,4,17,256034
5127,6,13,814530
7889,3,27,1170047
3190,6,1,534584
7823,5,2,1239257
3755,5,18,587551
8781,2,36,1252264
5713,5,45,827500
4608,3,33,642669
3520,2,36,462492
2357,5,2,416662
9496,1,4,1408371
9636,1,16,1413044
3289,1,4,501519
4375,1,9,645346
8105,6,49,1194173
8635,1,21,1255784
6555,2,23,950018
4382,4,2,695925
7675,6,3,1224490
7629,4,23,1147010
5521,2,26,800294
5235,2,47,700890
2887,3,7,449082
7082,6,36,1068192
9633,4,44,1403539
6366,1,33,887550
3066,2,49,364743
1475,1,36,163607
7712,4,4,1185776
9646,6,23,1441397
1762,5,25,246434
5547,5,41,798883
9635,2,26,1398662
7882,3,28,1168966
6731,1,28,947942
3827,2,21,559437
6130,3,10,941326
2759,1,27,349876
1757,4,15,265658
964,5,17,155070
3794,3,39,530885
7274,1,35,1013353
7931,2,5,1199676
1730,1,16,246774
9576,2,23,1391486
4305,5,39,622156
6919,5,48,1006633
6250,1,9,930951
4356,1,33,587307
3635,2,35,482373
7453,2,40,1064252
9616,3,24,1411484
6534,3,24,961947
5089,3,24,748155
2046,1,19,273148
6565,6,39,951217
1594,6,25,254484
2911,6,31,417546
3117,6,38,441912
